Date,Geography,Views,source
2025-03-25,US,0,Geography_Ai-Talks-CA
2025-03-26,US,0,Geography_Ai-Talks-CA
2025-03-27,US,0,Geography_Ai-Talks-CA
2025-03-28,US,0,Geography_Ai-Talks-CA
2025-03-29,US,0,Geography_Ai-Talks-CA
2025-03-30,US,0,Geography_Ai-Talks-CA
2025-03-31,US,0,Geography_Ai-Talks-CA
2025-04-01,US,0,Geography_Ai-Talks-CA
2025-04-02,US,0,Geography_Ai-Talks-CA
2025-04-03,US,0,Geography_Ai-Talks-CA
2025-04-04,US,0,Geography_Ai-Talks-CA
2025-04-05,US,0,Geography_Ai-Talks-CA
2025-04-06,US,0,Geography_Ai-Talks-CA
2025-04-07,US,0,Geography_Ai-Talks-CA
2025-04-08,US,0,Geography_Ai-Talks-CA
2025-04-09,US,45,Geography_Ai-Talks-CA
2025-04-10,US,0,Geography_Ai-Talks-CA
2025-04-11,US,0,Geography_Ai-Talks-CA
2025-04-12,US,0,Geography_Ai-Talks-CA
2025-04-13,US,0,Geography_Ai-Talks-CA
2025-04-14,US,0,Geography_Ai-Talks-CA
2025-04-15,US,0,Geography_Ai-Talks-CA
2025-04-16,US,0,Geography_Ai-Talks-CA
2025-04-17,US,0,Geography_Ai-Talks-CA
2025-04-18,US,0,Geography_Ai-Talks-CA
2025-04-19,US,0,Geography_Ai-Talks-CA
2025-04-20,US,0,Geography_Ai-Talks-CA
2025-04-21,US,0,Geography_Ai-Talks-CA
2025-04-22,US,0,Geography_Ai-Talks-CA
2025-04-23,US,0,Geography_Ai-Talks-CA
2025-04-24,US,0,Geography_Ai-Talks-CA
2025-04-25,US,0,Geography_Ai-Talks-CA
2025-04-26,US,0,Geography_Ai-Talks-CA
2025-04-27,US,0,Geography_Ai-Talks-CA
2025-04-28,US,0,Geography_Ai-Talks-CA
2025-04-29,US,0,Geography_Ai-Talks-CA
2025-04-30,US,0,Geography_Ai-Talks-CA
2025-05-01,US,0,Geography_Ai-Talks-CA
2025-05-02,US,0,Geography_Ai-Talks-CA
2025-05-03,US,0,Geography_Ai-Talks-CA
2025-05-04,US,0,Geography_Ai-Talks-CA
2025-05-05,US,0,Geography_Ai-Talks-CA
2025-05-06,US,0,Geography_Ai-Talks-CA
2025-05-07,US,0,Geography_Ai-Talks-CA
2025-05-08,US,0,Geography_Ai-Talks-CA
2025-05-09,US,0,Geography_Ai-Talks-CA
2025-05-10,US,0,Geography_Ai-Talks-CA
2025-05-11,US,0,Geography_Ai-Talks-CA
2025-05-12,US,0,Geography_Ai-Talks-CA
2025-05-13,US,0,Geography_Ai-Talks-CA
2025-05-14,US,0,Geography_Ai-Talks-CA
2025-05-15,US,0,Geography_Ai-Talks-CA
2025-05-16,US,0,Geography_Ai-Talks-CA
2025-05-17,US,0,Geography_Ai-Talks-CA
2025-05-18,US,0,Geography_Ai-Talks-CA
2025-05-19,US,0,Geography_Ai-Talks-CA
2025-05-20,US,0,Geography_Ai-Talks-CA
2025-05-21,US,0,Geography_Ai-Talks-CA
2025-05-22,US,0,Geography_Ai-Talks-CA
2025-05-23,US,0,Geography_Ai-Talks-CA
2025-05-24,US,0,Geography_Ai-Talks-CA
2025-05-25,US,0,Geography_Ai-Talks-CA
2025-05-26,US,0,Geography_Ai-Talks-CA
2025-05-27,US,0,Geography_Ai-Talks-CA
2025-05-28,US,0,Geography_Ai-Talks-CA
2025-05-29,US,0,Geography_Ai-Talks-CA
2025-05-30,US,0,Geography_Ai-Talks-CA
2025-05-31,US,0,Geography_Ai-Talks-CA
2025-06-01,US,0,Geography_Ai-Talks-CA
2025-06-02,US,0,Geography_Ai-Talks-CA
2025-06-03,US,0,Geography_Ai-Talks-CA
2025-06-04,US,0,Geography_Ai-Talks-CA
2025-06-05,US,0,Geography_Ai-Talks-CA
2025-06-06,US,0,Geography_Ai-Talks-CA
2025-06-07,US,0,Geography_Ai-Talks-CA
2025-06-08,US,0,Geography_Ai-Talks-CA
2025-06-09,US,0,Geography_Ai-Talks-CA
2025-06-10,US,0,Geography_Ai-Talks-CA
2025-06-11,US,0,Geography_Ai-Talks-CA
2025-06-12,US,0,Geography_Ai-Talks-CA
2025-06-13,US,0,Geography_Ai-Talks-CA
2025-06-14,US,0,Geography_Ai-Talks-CA
2025-06-15,US,0,Geography_Ai-Talks-CA
2025-06-16,US,0,Geography_Ai-Talks-CA
2025-06-17,US,0,Geography_Ai-Talks-CA
2025-06-18,US,0,Geography_Ai-Talks-CA
2025-06-19,US,0,Geography_Ai-Talks-CA
2025-06-20,US,0,Geography_Ai-Talks-CA
2025-06-21,US,0,Geography_Ai-Talks-CA
2025-06-22,US,0,Geography_Ai-Talks-CA
2025-06-23,US,0,Geography_Ai-Talks-CA
2025-06-24,US,0,Geography_Ai-Talks-CA
2025-06-25,US,0,Geography_Ai-Talks-CA
2025-06-26,US,0,Geography_Ai-Talks-CA
2025-06-27,US,0,Geography_Ai-Talks-CA
2025-06-28,US,0,Geography_Ai-Talks-CA
2025-06-29,US,0,Geography_Ai-Talks-CA
2025-06-30,US,0,Geography_Ai-Talks-CA
2025-07-01,US,0,Geography_Ai-Talks-CA
2025-07-02,US,0,Geography_Ai-Talks-CA
2025-07-03,US,0,Geography_Ai-Talks-CA
2025-07-04,US,0,Geography_Ai-Talks-CA
2025-07-05,US,0,Geography_Ai-Talks-CA
2025-07-06,US,0,Geography_Ai-Talks-CA
2025-07-07,US,0,Geography_Ai-Talks-CA
2025-07-08,US,0,Geography_Ai-Talks-CA
2025-07-09,US,0,Geography_Ai-Talks-CA
2025-07-10,US,0,Geography_Ai-Talks-CA
2025-07-11,US,0,Geography_Ai-Talks-CA
2025-07-12,US,0,Geography_Ai-Talks-CA
2025-07-13,US,0,Geography_Ai-Talks-CA
2025-07-14,US,0,Geography_Ai-Talks-CA
2025-07-15,US,0,Geography_Ai-Talks-CA
2025-07-16,US,0,Geography_Ai-Talks-CA
2025-07-17,US,0,Geography_Ai-Talks-CA
2025-07-18,US,0,Geography_Ai-Talks-CA
2025-07-19,US,0,Geography_Ai-Talks-CA
2025-07-20,US,0,Geography_Ai-Talks-CA
2025-07-21,US,0,Geography_Ai-Talks-CA
2025-07-22,US,0,Geography_Ai-Talks-CA
2025-07-23,US,0,Geography_Ai-Talks-CA
2025-07-24,US,0,Geography_Ai-Talks-CA
2025-07-25,US,0,Geography_Ai-Talks-CA
2025-07-26,US,0,Geography_Ai-Talks-CA
2025-07-27,US,0,Geography_Ai-Talks-CA
2025-07-28,US,0,Geography_Ai-Talks-CA
2025-07-29,US,0,Geography_Ai-Talks-CA
2025-07-30,US,0,Geography_Ai-Talks-CA
2025-07-31,US,0,Geography_Ai-Talks-CA
2025-08-01,US,0,Geography_Ai-Talks-CA
2025-08-02,US,0,Geography_Ai-Talks-CA
2025-08-03,US,0,Geography_Ai-Talks-CA
2025-08-04,US,0,Geography_Ai-Talks-CA
2025-08-05,US,0,Geography_Ai-Talks-CA
2025-08-06,US,0,Geography_Ai-Talks-CA
2025-08-07,US,0,Geography_Ai-Talks-CA
2025-08-08,US,0,Geography_Ai-Talks-CA
2025-08-09,US,0,Geography_Ai-Talks-CA
2025-08-10,US,0,Geography_Ai-Talks-CA
2025-08-11,US,0,Geography_Ai-Talks-CA
2025-08-12,US,0,Geography_Ai-Talks-CA
2025-08-13,US,0,Geography_Ai-Talks-CA
2025-08-14,US,0,Geography_Ai-Talks-CA
2025-08-15,US,0,Geography_Ai-Talks-CA
2025-08-16,US,0,Geography_Ai-Talks-CA
2025-08-17,US,0,Geography_Ai-Talks-CA
2025-08-18,US,0,Geography_Ai-Talks-CA
2025-08-19,US,0,Geography_Ai-Talks-CA
2025-08-20,US,0,Geography_Ai-Talks-CA
2025-08-21,US,0,Geography_Ai-Talks-CA
2025-08-22,US,0,Geography_Ai-Talks-CA
2025-08-23,US,0,Geography_Ai-Talks-CA
2025-08-24,US,0,Geography_Ai-Talks-CA
2025-08-25,US,0,Geography_Ai-Talks-CA
2025-08-26,US,0,Geography_Ai-Talks-CA
2025-08-27,US,0,Geography_Ai-Talks-CA
2025-08-28,US,0,Geography_Ai-Talks-CA
2025-08-29,US,0,Geography_Ai-Talks-CA
2025-08-30,US,0,Geography_Ai-Talks-CA
2025-08-31,US,0,Geography_Ai-Talks-CA
2025-09-01,US,0,Geography_Ai-Talks-CA
2025-09-02,US,0,Geography_Ai-Talks-CA
2025-09-03,US,0,Geography_Ai-Talks-CA
2025-09-04,US,0,Geography_Ai-Talks-CA
2025-09-05,US,0,Geography_Ai-Talks-CA
2025-09-06,US,0,Geography_Ai-Talks-CA
2025-09-07,US,0,Geography_Ai-Talks-CA
2025-09-08,US,0,Geography_Ai-Talks-CA
2025-09-09,US,0,Geography_Ai-Talks-CA
2025-09-10,US,0,Geography_Ai-Talks-CA
2025-09-11,US,0,Geography_Ai-Talks-CA
2025-09-12,US,0,Geography_Ai-Talks-CA
2025-09-13,US,0,Geography_Ai-Talks-CA
2025-09-14,US,0,Geography_Ai-Talks-CA
2025-09-15,US,0,Geography_Ai-Talks-CA
2025-09-16,US,0,Geography_Ai-Talks-CA
2025-09-17,US,0,Geography_Ai-Talks-CA
2025-09-18,US,0,Geography_Ai-Talks-CA
2025-09-19,US,0,Geography_Ai-Talks-CA
2025-09-20,US,0,Geography_Ai-Talks-CA
2025-09-21,US,0,Geography_Ai-Talks-CA
2025-09-22,US,0,Geography_Ai-Talks-CA
2025-09-23,US,0,Geography_Ai-Talks-CA
2025-09-24,US,0,Geography_Ai-Talks-CA
2025-09-25,US,0,Geography_Ai-Talks-CA
2025-09-26,US,0,Geography_Ai-Talks-CA
